value_euro,age,release_clause_euro,sprint_speed,dribbling,position
350,25,823,61,47,Midfield
200,28,320,51,11,Goalkeeper
250,29,556,55,28,Goalkeeper
300,29,525,54,57,Midfield
500,21,850,73,67,Midfield
200,32,250,59,52,Midfield
290,30,508,44,64,Midfield
400,25,570,72,55,Forward
375,23,544,79,61,Defense
400,21,680,75,56,Defense
290,27,384,66,55,Defense
375,20,731,65,53,Defense
260,32,455,54,58,Midfield
575,19,1300,62,66,Midfield
350,23,578,65,62,Defense
425,22,616,61,66,Midfield
240,29,438,49,13,Goalkeeper
550,18,1300,59,29,Defense
300,26,398,67,61,Defense
350,26,639,78,64,Midfield
325,24,593,76,60,Defense
450,23,698,52,33,Defense
110,39,193,40,46,Forward
250,28,313,53,43,Defense
450,21,945,75,60,Forward
200,31,250,64,59,Defense
425,22,659,84,60,Midfield
300,28,525,67,60,Midfield
650,20,1200,75,61,Forward
500,20,850,77,67,Forward
325,23,463,74,52,Defense
120,34,150,73,57,Defense
625,19,1600,54,64,Forward
475,20,1100,64,51,Defense
425,23,701,68,59,Midfield
220,31,319,70,55,Defense
40,37,58,38,20,Defense
550,20,1200,69,68,Midfield
140,36,245,36,57,Forward
290,30,363,65,63,Midfield
325,26,463,68,56,Defense
170,32,213,57,41,Defense
375,27,816,52,59,Forward
220,31,275,69,56,Defense
290,28,384,66,41,Defense
425,22,616,74,60,Defense
450,21,743,66,64,Midfield
260,28,520,51,59,Midfield
500,20,1100,52,53,Defense
350,25,534,51,26,Defense
240,29,396,74,59,Defense
425,22,744,81,38,Defense
350,24,464,63,58,Defense
240,29,300,69,52,Defense
290,30,508,65,61,Midfield
375,23,675,28,6,Goalkeeper
525,21,1100,72,61,Defense
290,28,457,65,44,Midfield
625,19,1500,51,51,Forward
525,22,1100,74,61,Defense
210,28,347,40,19,Goalkeeper
40,37,70,39,17,Goalkeeper
400,21,660,63,43,Defense
290,27,457,74,61,Defense
500,21,825,69,68,Midfield
550,21,1300,26,16,Goalkeeper
400,22,660,74,58,Midfield
325,24,553,30,6,Goalkeeper
230,31,426,62,22,Defense
350,28,464,52,58,Forward
170,33,366,50,36,Defense
450,20,810,47,48,Defense
475,19,1000,58,30,Defense
625,19,1700,56,61,Forward
170,32,298,53,55,Defense
425,24,935,69,62,Forward
180,31,270,53,17,Goalkeeper
600,18,1600,74,66,Forward
575,21,1500,75,61,Midfield
300,26,398,72,57,Defense
290,27,442,78,59,Defense
450,20,743,64,61,Midfield
600,20,1400,66,32,Defense
625,20,1400,74,64,Midfield
450,21,810,46,7,Goalkeeper
325,32,439,60,60,Forward
500,24,900,55,57,Midfield
475,22,689,65,58,Defense
20,38,29,17,11,Goalkeeper
450,26,731,74,61,Midfield
375,28,656,76,64,Forward
300,29,495,55,64,Midfield
525,21,893,58,35,Defense
450,26,731,75,59,Midfield
625,19,1300,28,15,Goalkeeper
675,20,1600,77,66,Midfield
475,21,903,65,33,Defense
575,20,1100,71,67,Midfield
500,22,663,61,57,Forward
575,22,863,69,58,Midfield
575,20,1000,67,41,Defense
450,22,1000,15,11,Goalkeeper
650,21,1100,68,73,Midfield
550,23,1000,86,61,Midfield
625,20,1300,62,70,Midfield
190,33,276,38,14,Goalkeeper
20,37,35,58,14,Goalkeeper
525,24,866,86,65,Forward
270,30,365,64,62,Midfield
525,19,1000,76,69,Defense
290,30,421,72,42,Defense
575,21,834,79,63,Midfield
500,25,813,72,56,Forward
600,21,1200,86,57,Forward
400,24,580,40,11,Goalkeeper
500,24,1200,50,31,Defense
525,24,1000,58,63,Forward
280,32,350,58,59,Midfield
400,25,530,76,54,Defense
210,32,368,30,17,Goalkeeper
400,28,540,51,63,Forward
500,24,763,82,69,Midfield
500,23,975,61,65,Midfield
280,30,490,77,62,Defense
450,23,653,77,57,Defense
475,22,831,72,62,Defense
290,29,392,64,62,Defense
500,24,713,77,62,Midfield
600,21,930,69,66,Forward
375,28,469,80,59,Midfield
425,27,967,74,58,Midfield
475,25,677,71,63,Midfield
350,28,604,57,59,Midfield
375,25,731,59,17,Goalkeeper
500,20,975,75,55,Defense
700,20,1400,64,51,Defense
400,25,730,65,57,Defense
190,35,333,69,61,Forward
450,22,788,70,57,Defense
400,27,580,79,71,Midfield
500,21,900,63,40,Defense
500,23,863,66,68,Midfield
625,21,1600,73,69,Defense
625,21,1100,69,68,Midfield
290,29,363,82,62,Defense
300,29,375,54,61,Defense
725,21,2000,72,66,Defense
475,25,772,77,67,Midfield
525,22,761,62,62,Midfield
400,24,870,48,45,Midfield
375,27,684,72,59,Defense
625,21,906,66,63,Midfield
450,22,743,55,56,Midfield
600,20,1400,84,60,Defense
350,28,639,47,37,Defense
450,26,596,79,62,Forward
475,24,926,73,59,Midfield
400,24,610,57,53,Midfield
90,36,131,31,39,Defense
290,30,392,74,58,Midfield
500,24,788,83,69,Midfield
525,22,1100,50,44,Defense
400,28,540,72,57,Forward
350,31,613,72,63,Midfield
750,19,1600,70,65,Midfield
200,32,350,58,62,Defense
180,35,225,61,63,Midfield
350,27,534,64,58,Defense
500,25,663,74,58,Midfield
500,25,713,65,66,Forward
425,20,978,55,18,Goalkeeper
350,29,438,85,64,Midfield
425,24,648,55,54,Midfield
500,24,725,51,65,Midfield
700,22,1400,81,63,Midfield
270,30,338,61,50,Defense
550,22,1100,69,54,Defense
600,22,870,87,62,Forward
825,20,1700,55,55,Forward
375,27,609,59,41,Defense
400,26,570,65,32,Defense
675,19,1400,80,59,Defense
425,26,776,83,66,Midfield
625,22,1100,70,70,Forward
250,32,338,32,45,Defense
450,24,855,68,53,Defense
375,26,572,83,51,Defense
550,22,1000,73,66,Forward
270,31,365,50,54,Defense
525,23,919,68,64,Midfield
600,20,990,75,61,Forward
325,31,406,53,53,Midfield
325,29,593,49,25,Defense
80,35,100,51,66,Defense
375,28,656,82,57,Forward
450,25,743,61,39,Defense
375,26,684,74,59,Defense
375,29,469,64,61,Midfield
120,38,210,55,55,Midfield
775,19,1600,68,56,Forward
425,27,606,68,63,Midfield
500,24,975,76,64,Midfield
350,27,499,64,60,Defense
325,32,569,76,51,Forward
550,23,963,68,61,Midfield
425,27,946,74,63,Forward
300,28,375,66,62,Defense
210,32,368,33,12,Goalkeeper
210,33,347,37,16,Goalkeeper
350,30,438,61,57,Midfield
325,32,569,60,57,Midfield
425,25,648,55,22,Defense
500,23,900,45,63,Midfield
290,30,421,59,48,Midfield
20,38,40,59,13,Goalkeeper
350,27,639,73,65,Defense
250,30,313,47,12,Goalkeeper
240,31,420,49,10,Goalkeeper
375,27,778,58,29,Defense
625,20,1100,64,64,Midfield
525,23,761,65,61,Midfield
375,28,656,47,62,Midfield
525,22,1100,68,60,Forward
220,34,319,83,60,Midfield
375,29,469,90,63,Forward
375,26,591,67,60,Defense
700,21,1300,71,62,Midfield
650,19,1100,69,67,Midfield
425,21,808,45,11,Goalkeeper
650,17,1900,67,54,Midfield
500,24,913,82,62,Forward
375,29,544,44,55,Forward
90,36,131,36,32,Midfield
375,25,684,81,65,Defense
375,29,469,63,64,Midfield
775,19,2000,73,66,Midfield
450,22,743,64,40,Defense
775,20,1600,62,62,Midfield
220,33,385,62,59,Midfield
350,27,464,74,55,Defense
475,25,772,67,61,Midfield
425,27,563,74,62,Midfield
550,23,1300,70,66,Forward
290,29,435,70,63,Defense
625,17,1400,62,64,Midfield
375,28,825,75,74,Midfield
475,22,689,70,56,Defense
150,36,263,61,53,Midfield
550,22,1100,52,46,Defense
425,23,616,54,28,Defense
110,35,193,36,47,Midfield
475,25,629,73,59,Midfield
600,17,1500,15,5,Goalkeeper
800,19,1900,68,71,Midfield
550,20,1300,77,71,Defense
500,23,913,83,71,Forward
290,30,392,55,23,Defense
550,20,1100,70,65,Midfield
325,31,569,79,63,Forward
450,24,743,56,26,Defense
600,21,870,58,61,Forward
280,29,350,73,55,Defense
475,23,724,63,65,Midfield
675,19,1700,65,59,Midfield
450,22,810,55,32,Defense
500,22,850,54,34,Defense
240,32,420,71,60,Defense
240,32,420,67,64,Defense
575,21,949,68,63,Midfield
500,25,663,64,60,Forward
525,24,866,72,48,Forward
290,30,450,60,26,Defense
280,30,420,57,60,Defense
800,20,2000,70,68,Midfield
450,26,596,73,59,Midfield
450,24,1100,57,28,Defense
725,20,1800,66,57,Midfield
550,21,853,77,62,Defense
425,23,659,65,56,Defense
725,21,1500,74,39,Defense
500,22,950,79,64,Defense
350,29,438,61,58,Midfield
725,21,1700,67,65,Midfield
425,23,701,63,47,Defense
800,17,1900,70,66,Midfield
500,22,825,71,66,Midfield
600,22,1400,76,66,Forward
240,30,396,44,11,Goalkeeper
350,25,551,31,11,Goalkeeper
450,22,878,70,57,Defense
425,24,563,71,48,Defense
375,26,647,67,49,Defense
400,28,640,60,63,Forward
550,21,935,69,62,Defense
475,23,653,67,68,Midfield
250,32,438,59,47,Defense
450,22,1000,70,43,Defense
500,23,913,70,66,Forward
250,32,338,56,32,Defense
375,28,656,73,59,Forward
500,24,825,71,59,Midfield
350,27,551,86,60,Defense
600,21,1400,70,67,Midfield
500,25,1100,60,61,Forward
300,28,503,49,20,Goalkeeper
350,27,569,65,57,Defense
725,20,1600,62,35,Defense
450,25,596,53,53,Midfield
625,22,969,82,63,Midfield
525,22,919,57,43,Defense
575,23,834,63,57,Forward
400,25,570,61,54,Defense
375,26,534,46,31,Defense
270,30,338,79,45,Defense
500,24,1100,67,63,Forward
500,24,825,66,61,Midfield
475,25,724,75,67,Midfield
450,21,1100,76,57,Defense
500,24,713,73,65,Midfield
425,26,648,78,62,Midfield
475,25,629,74,58,Forward
500,23,788,78,63,Forward
400,24,830,67,65,Defense
525,22,866,78,65,Forward
600,21,1200,90,67,Midfield
210,33,368,51,53,Midfield
290,27,500,37,18,Goalkeeper
425,26,776,69,62,Midfield
450,22,788,74,53,Midfield
625,21,1300,82,63,Midfield
500,22,825,62,64,Midfield
290,32,363,73,59,Midfield
350,27,464,54,62,Defense
300,29,495,62,27,Defense
475,26,629,84,65,Forward
575,22,1100,69,65,Midfield
300,27,645,74,46,Defense
375,22,825,49,16,Goalkeeper
400,23,580,41,14,Goalkeeper
475,26,724,69,56,Forward
375,29,656,73,65,Forward
425,24,648,68,31,Defense
140,34,189,71,63,Defense
575,23,978,78,64,Midfield
450,26,1000,60,67,Midfield
160,36,200,75,63,Forward
300,28,495,83,65,Defense
725,20,1400,65,39,Defense
375,22,656,37,12,Goalkeeper
425,24,701,63,63,Defense
425,24,648,66,51,Midfield
270,30,365,70,65,Midfield
475,23,926,63,57,Defense
350,25,656,54,18,Goalkeeper
200,33,350,59,56,Defense
625,21,1300,69,25,Defense
150,35,218,30,14,Goalkeeper
220,31,330,54,18,Goalkeeper
800,19,1800,84,58,Forward
290,30,413,22,9,Goalkeeper
525,21,1200,62,61,Forward
500,21,850,72,54,Midfield
575,22,1100,78,67,Midfield
500,25,913,53,64,Forward
325,25,512,33,11,Goalkeeper
290,30,421,73,61,Midfield
300,28,525,47,22,Defense
450,22,878,60,50,Defense
550,22,798,77,64,Forward
450,22,765,71,57,Defense
525,22,893,69,61,Midfield
400,26,530,63,29,Defense
375,28,656,71,65,Midfield
325,32,569,72,62,Midfield
500,22,763,74,63,Midfield
400,23,840,49,17,Goalkeeper
350,31,508,66,68,Midfield
475,24,819,73,64,Midfield
400,24,890,68,61,Defense
600,22,1100,53,64,Midfield
550,23,853,79,57,Forward
425,24,648,63,60,Midfield
725,20,1900,73,65,Defense
550,20,880,72,63,Defense
350,27,534,71,59,Defense
675,19,1600,69,55,Defense
500,20,1200,61,42,Defense
350,23,761,26,13,Goalkeeper
675,18,1600,63,47,Defense
425,24,659,88,57,Defense
375,28,656,81,62,Midfield
290,30,450,52,58,Midfield
475,25,629,69,62,Midfield
375,27,497,58,52,Midfield
375,22,863,36,12,Goalkeeper
350,31,648,72,61,Midfield
475,21,855,62,33,Defense
550,22,1000,70,60,Midfield
500,23,975,75,45,Defense
475,26,677,82,67,Forward
290,29,479,76,51,Defense
425,27,563,67,63,Midfield
290,30,450,59,32,Defense
700,20,1500,89,66,Midfield
375,25,497,84,59,Defense
350,30,613,77,53,Midfield
375,29,619,74,63,Midfield
400,22,680,36,20,Goalkeeper
800,20,1800,72,62,Midfield
500,21,1100,35,7,Goalkeeper
270,30,365,55,59,Midfield
500,24,900,65,67,Midfield
260,29,325,34,9,Goalkeeper
300,29,435,49,35,Defense
475,25,772,54,62,Midfield
40,36,58,65,44,Defense
250,31,313,72,57,Defense
725,20,1500,69,42,Defense
400,25,570,58,54,Defense
375,26,609,69,44,Defense
575,21,891,68,62,Defense
200,33,250,75,70,Defense
350,27,464,80,59,Defense
475,26,867,76,63,Midfield
250,32,363,55,33,Defense
525,22,1000,88,69,Midfield
450,23,878,80,64,Defense
350,31,543,66,64,Midfield
290,30,363,59,42,Midfield
800,20,1700,55,51,Forward
300,28,435,67,59,Defense
800,20,2100,65,72,Midfield
450,22,743,74,46,Defense
140,33,301,50,65,Defense
270,30,392,54,47,Midfield
150,34,263,44,42,Defense
500,23,725,78,66,Midfield
300,29,375,57,36,Defense
600,22,1200,83,56,Forward
375,27,684,39,38,Defense
500,25,663,69,59,Forward
270,31,446,74,55,Defense
500,25,713,73,62,Forward
500,24,875,63,55,Midfield
550,22,990,68,22,Defense
400,25,690,78,58,Defense
475,24,867,63,55,Midfield
270,31,581,70,54,Defense
80,36,172,36,57,Defense
525,23,919,65,60,Midfield
575,22,949,68,58,Midfield
400,23,610,67,60,Defense
575,22,1100,55,63,Midfield
450,25,821,67,63,Forward
425,23,723,68,47,Defense
20,40,38,36,10,Goalkeeper
425,22,893,88,63,Defense
625,19,1500,44,12,Goalkeeper
450,25,653,62,17,Defense
300,28,548,32,12,Goalkeeper
350,28,464,48,37,Defense
300,27,435,76,64,Defense
240,32,420,82,59,Defense
375,24,581,40,16,Goalkeeper
300,28,435,67,63,Defense
525,21,893,73,62,Defense
300,28,398,27,13,Goalkeeper
650,18,1300,63,57,Midfield
425,23,616,68,57,Defense
290,30,421,46,29,Midfield
425,24,935,61,54,Defense
500,24,763,74,64,Midfield
400,27,700,72,64,Midfield
375,27,497,47,32,Defense
450,23,788,68,61,Defense
475,22,629,69,56,Midfield
350,27,481,65,38,Defense
400,25,630,73,54,Defense
750,19,1600,74,68,Midfield
375,26,534,64,63,Defense
280,30,406,68,62,Defense
375,23,713,15,7,Goalkeeper
450,26,821,80,66,Midfield
325,29,496,67,25,Defense
300,28,435,71,54,Defense
120,39,150,55,61,Forward
325,29,496,52,33,Defense
400,27,760,65,73,Forward
475,23,926,69,31,Defense
525,20,1200,68,64,Defense
525,20,998,69,67,Forward
650,21,1200,65,64,Midfield
650,21,1300,83,65,Forward
450,23,1100,71,28,Defense
290,29,377,73,62,Defense
375,28,544,78,68,Midfield
150,33,188,46,49,Midfield
550,23,935,69,62,Midfield
500,22,875,63,38,Defense
450,22,945,53,15,Goalkeeper
300,29,435,59,40,Midfield
120,36,210,83,62,Forward
725,20,1600,69,37,Defense
400,23,660,27,12,Goalkeeper
450,23,878,67,59,Defense
500,25,913,69,60,Forward
300,28,525,66,61,Defense
800,20,1600,71,62,Midfield
400,24,730,74,65,Defense
625,21,906,79,66,Forward
475,22,784,83,53,Defense
475,26,867,80,59,Forward
575,19,1300,69,59,Defense
775,20,1900,67,62,Midfield
625,21,1500,71,54,Defense
290,29,624,80,64,Defense
350,25,639,42,13,Goalkeeper
290,30,384,31,11,Goalkeeper
775,20,1700,66,64,Midfield
650,20,1100,71,54,Forward
290,28,413,42,13,Goalkeeper
290,29,450,72,56,Defense
350,27,534,74,63,Defense
625,19,906,83,65,Forward
350,27,604,65,57,Midfield
190,34,238,57,12,Goalkeeper
450,26,686,69,67,Midfield
800,20,2000,69,65,Midfield
475,21,1100,67,59,Defense
325,27,463,23,10,Goalkeeper
375,24,684,68,52,Defense
375,29,806,74,58,Forward
525,21,919,66,62,Defense
375,27,497,61,58,Defense
550,23,1200,44,53,Defense
500,19,775,71,53,Defense
575,21,978,66,61,Midfield
290,28,479,83,55,Defense
290,32,363,67,59,Midfield
575,22,1000,73,65,Midfield
300,28,525,74,58,Defense
425,23,701,68,62,Defense
625,21,1600,63,62,Midfield
425,26,669,59,49,Defense
550,21,1300,74,64,Midfield
400,25,610,55,39,Defense
350,31,613,32,43,Forward
675,21,1300,93,66,Forward
425,24,616,77,62,Defense
500,24,663,66,65,Midfield
525,23,998,64,35,Defense
500,24,788,70,61,Forward
450,27,596,72,56,Forward
425,25,744,68,25,Defense
800,21,1700,74,68,Forward
525,24,814,64,52,Midfield
325,32,439,67,72,Forward
700,20,1700,74,65,Defense
475,25,867,61,59,Forward
425,27,648,70,56,Forward
650,20,1200,59,62,Forward
80,36,108,37,51,Defense
325,28,431,58,30,Defense
750,18,2000,76,67,Midfield
575,22,891,74,63,Forward
450,26,596,54,58,Midfield
525,22,919,69,66,Forward
290,30,377,59,45,Defense
550,21,1300,55,55,Forward
550,22,963,73,64,Midfield
375,22,619,36,13,Goalkeeper
375,24,788,34,14,Goalkeeper
350,26,656,46,14,Goalkeeper
400,23,630,70,63,Defense
450,26,821,82,64,Midfield
500,21,950,53,60,Defense
425,23,765,76,68,Defense
210,33,263,53,14,Goalkeeper
350,23,499,35,15,Goalkeeper
50,39,88,26,43,Defense
300,28,375,57,54,Defense
375,29,469,65,62,Forward
500,24,713,73,60,Midfield
525,22,761,66,48,Defense
450,26,664,76,65,Midfield
400,23,610,72,61,Defense
180,35,315,65,58,Midfield
400,26,610,61,35,Defense
325,32,569,66,59,Midfield
450,25,1000,74,64,Midfield
650,22,943,75,62,Forward
475,22,736,80,61,Defense
525,24,1300,57,52,Forward
240,31,516,27,7,Goalkeeper
725,18,1900,73,74,Midfield
700,20,1600,67,63,Midfield
450,23,675,84,66,Defense
400,24,730,72,56,Defense
50,37,68,30,27,Goalkeeper
375,29,469,80,62,Forward
425,24,733,69,34,Defense
400,28,580,73,51,Forward
500,22,800,62,46,Defense
475,25,986,67,72,Forward
190,34,238,45,67,Midfield
150,33,263,40,31,Defense
350,31,438,70,62,Midfield
600,22,930,76,71,Forward
425,25,659,71,42,Defense
400,26,530,68,53,Midfield
750,18,1900,77,62,Forward
325,27,536,82,69,Defense
600,19,1300,70,67,Midfield
425,21,616,74,64,Defense
400,22,960,37,12,Goalkeeper
475,23,867,67,62,Midfield
325,26,496,42,12,Goalkeeper
825,18,2400,75,68,Forward
650,21,1100,70,63,Midfield
375,26,572,65,58,Defense
475,25,629,69,65,Midfield
625,22,1100,56,63,Midfield
525,20,1000,62,66,Defense
280,29,602,73,55,Defense
500,25,875,73,63,Midfield
220,32,319,42,20,Goalkeeper
750,19,1600,68,68,Midfield
500,20,850,71,61,Defense
800,20,1900,72,65,Midfield
240,31,324,43,15,Goalkeeper
400,25,730,77,52,Defense
600,21,1100,66,62,Midfield
400,24,550,44,42,Defense
290,29,566,66,51,Defense
350,25,551,49,20,Goalkeeper
400,28,700,88,59,Forward
475,23,736,75,56,Defense
500,21,1100,31,6,Goalkeeper
300,28,525,54,53,Defense
500,24,763,75,67,Forward
525,23,1200,57,35,Defense
475,26,677,66,48,Forward
425,27,776,69,62,Midfield
475,26,629,69,56,Forward
550,23,798,79,68,Midfield
90,36,158,42,12,Goalkeeper
150,35,263,56,57,Midfield
280,30,350,78,50,Defense
550,22,1300,70,70,Midfield
350,28,499,59,41,Midfield
475,26,724,60,67,Midfield
425,23,659,58,30,Defense
250,31,338,40,31,Defense
375,24,638,43,13,Goalkeeper
50,36,88,24,10,Goalkeeper
725,18,2000,66,63,Midfield
750,19,1900,64,68,Forward
220,33,275,58,56,Midfield
475,25,629,91,63,Midfield
400,25,730,54,62,Defense
250,30,538,43,18,Goalkeeper
240,32,324,54,59,Defense
50,36,68,41,11,Goalkeeper
375,30,469,66,48,Forward
375,27,572,80,40,Defense
290,28,508,72,55,Defense
90,36,113,35,25,Defense
650,21,1100,71,59,Forward
500,25,788,51,48,Forward
350,31,613,77,67,Midfield
750,19,1700,62,68,Midfield
550,22,908,73,65,Midfield
290,28,624,69,64,Defense
525,22,893,79,70,Forward
375,26,684,70,54,Defense
375,26,572,77,61,Defense
800,20,2000,70,69,Midfield
550,21,1200,60,48,Defense
150,35,285,48,20,Goalkeeper
300,28,548,55,11,Goalkeeper
425,23,563,60,40,Defense
425,25,616,64,51,Defense
475,23,808,54,29,Defense
375,28,488,66,57,Midfield
375,27,684,53,27,Defense
150,35,323,58,61,Midfield
270,31,338,48,55,Defense
450,24,878,60,45,Midfield
425,27,648,66,63,Midfield
525,22,761,72,60,Forward
750,19,1900,74,64,Midfield
325,32,569,39,54,Midfield
280,32,350,50,56,Midfield
325,29,561,63,50,Defense
500,23,825,72,70,Midfield
150,35,285,48,8,Goalkeeper
600,21,870,65,62,Midfield
290,29,421,66,59,Defense
800,19,1800,77,71,Midfield
350,28,639,54,34,Defense
500,24,725,70,60,Midfield
500,23,800,50,55,Midfield
400,28,600,89,53,Forward
425,25,563,33,33,Defense
280,30,406,72,51,Defense
400,25,530,74,45,Defense
525,23,761,74,66,Midfield
110,35,138,44,55,Defense
375,30,656,72,62,Forward
575,23,834,74,64,Midfield
375,26,591,78,49,Defense
425,22,723,66,45,Defense
525,24,919,77,73,Forward
525,22,1100,67,62,Midfield
400,25,570,77,59,Defense
475,23,677,74,59,Midfield
500,23,975,66,57,Midfield
400,27,700,69,62,Midfield
210,32,305,38,15,Goalkeeper
550,21,798,71,57,Defense
425,23,808,79,73,Defense
500,25,788,67,65,Midfield
425,19,978,40,7,Goalkeeper
800,20,1900,69,72,Forward
350,27,499,72,48,Defense
290,29,363,76,53,Defense
500,24,663,85,60,Midfield
200,32,250,57,65,Defense
550,23,1100,86,65,Forward
240,32,396,91,58,Defense
650,20,1800,47,15,Goalkeeper
625,20,1100,57,69,Midfield
450,21,1000,33,13,Goalkeeper
475,23,926,48,31,Defense
500,23,975,65,68,Midfield
450,25,596,85,59,Midfield
425,26,776,77,68,Midfield
525,23,893,74,61,Forward
450,26,641,57,58,Midfield
210,32,263,22,9,Goalkeeper
375,26,778,67,54,Defense
700,21,1500,21,14,Goalkeeper
375,28,544,71,40,Defense
625,22,1200,76,67,Midfield
475,26,867,66,58,Midfield
600,23,1200,71,60,Midfield
450,29,900,55,66,Midfield
675,18,1300,78,61,Defense
600,22,870,62,38,Defense
450,26,754,54,47,Defense
180,33,315,38,48,Defense
675,22,1300,79,70,Forward
475,28,831,73,64,Midfield
425,27,733,83,60,Defense
875,21,1900,77,67,Midfield
375,27,497,32,19,Goalkeeper
1000,21,2100,90,61,Forward
500,22,663,71,59,Midfield
450,27,641,36,25,Defense
375,28,656,77,61,Defense
300,32,465,32,24,Defense
400,26,610,54,16,Goalkeeper
475,28,831,85,64,Forward
500,24,663,75,62,Defense
675,23,1200,79,67,Midfield
725,20,1700,77,71,Forward
475,27,843,51,43,Defense
375,28,684,47,10,Goalkeeper
500,25,663,68,37,Defense
600,22,1300,44,13,Goalkeeper
450,26,934,79,61,Defense
425,27,563,77,63,Defense
220,34,385,48,55,Midfield
700,21,1000,67,65,Forward
625,22,906,79,63,Defense
775,20,1400,77,69,Midfield
350,30,613,70,60,Defense
675,23,1000,35,49,Midfield
375,32,806,67,65,Midfield
675,20,1400,64,55,Midfield
525,26,748,71,66,Midfield
825,19,1600,76,62,Midfield
425,31,531,55,65,Forward
400,25,870,27,7,Goalkeeper
525,22,866,61,50,Defense
475,28,689,68,60,Forward
550,25,1000,80,69,Midfield
500,25,713,68,48,Defense
625,24,953,72,70,Forward
270,32,473,33,12,Goalkeeper
575,21,949,68,64,Defense
700,20,1600,68,64,Forward
575,23,1100,61,41,Defense
625,24,906,73,70,Midfield
260,33,351,48,42,Defense
450,27,821,42,54,Defense
450,28,788,68,63,Midfield
425,28,754,69,54,Midfield
375,28,581,63,55,Midfield
600,21,900,27,15,Goalkeeper
625,22,1000,73,60,Defense
270,32,513,30,15,Goalkeeper
400,32,700,77,63,Forward
525,24,814,72,55,Defense
600,24,795,74,67,Midfield
350,30,613,43,22,Defense
825,18,1900,67,55,Defense
180,34,261,45,37,Defense
270,31,405,38,12,Goalkeeper
925,19,2200,73,64,Midfield
600,24,795,74,62,Midfield
675,21,1100,72,59,Forward
325,30,569,39,38,Defense
